Etat;Entreprise;Secteur;Période;Devise;Région;Pays;Poste;2020;2021;2022;2023;2024;2025;2026;2027
Compte de résultat;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des impôts différés;-1740.0;-838.0;739.0;-2010.0;-1730.0;;;
Compte de résultat;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé;11870.0;21240.0;19360.0;20030.0;18280.0;;;
Compte de résultat;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Provisions de pension;-412.0;-486.0;-538.0;-418.0;-427.0;;;
Compte de résultat;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des rémunérations fondées sur des actions;2100.0;3000.0;2900.0;3100.0;3600.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Trésorerie et équivalents;373000.0;342000.0;223000.0;327000.0;284000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Immobilisations corporelles nettes;21000.0;21070.0;21260.0;21000.0;20700.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Goodwill;68950.0;69020.0;69020.0;69020.0;69020.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Autres immobilisations incorporelles, total;Nan;Nan;Nan;Nan;Nan;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Autres créances;64220.0;70060.0;63740.0;77380.0;77950.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Autres actifs à court terme, total;91510.0;103000.0;116000.0;131000.0;170000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Autres actifs à long terme, total;105000.0;131000.0;112000.0;121000.0;153000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs;2820000.0;3169000.0;3051000.0;3180000.0;3262000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Charges à payer, total;144000.0;171000.0;200000.0;183000.0;186000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Emprunts à court terme;251000.0;265000.0;276000.0;369000.0;425000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Part à court terme de la dette à long terme;20350.0;11900.0;16290.0;26740.0;25670.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Part à court terme des contrats de location;1930.0;1920.0;2000.0;1950.0;1770.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette à long terme;242000.0;267000.0;259000.0;275000.0;257000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Contrats de location à long terme;8550.0;8940.0;8360.0;7840.0;7360.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Pensions et autres avantages postérieurs à l'emploi;2580.0;2390.0;1700.0;1700.0;1630.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Autres passifs non courants;8540.0;4310.0;3910.0;3160.0;2670.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total du passif;2547000.0;2899000.0;2778000.0;2889000.0;2966000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actions ordinaires, total;85980.0;62400.0;58950.0;56360.0;45340.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices non distribués sur l'exercice;164000.0;188000.0;207000.0;225000.0;242000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat global et autres;-1660.0;-5100.0;-21160.0;-17790.0;-15280.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des fonds propres ordinaires;248000.0;245000.0;245000.0;263000.0;272000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des capitaux propres;273000.0;270000.0;273000.0;292000.0;296000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total du passif et des capitaux propres;2820000.0;3169000.0;3051000.0;3180000.0;3262000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;ECS Nombre total d'actions en circulation à la date de dépôt;8630.0;8070.0;8000.0;7870.0;7600.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;ECS Total des actions ordinaires en circulation;8650.0;8080.0;8000.0;7900.0;7610.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif net par action;28.72;30.37;30.61;33.34;35.79;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net;179000.0;176000.0;176000.0;194000.0;203000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net par action;20.75;21.83;21.98;24.6;26.72;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total de la dette;525000.0;556000.0;562000.0;681000.0;717000.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette relative aux PBO non financés;-4870.0;-6150.0;-5430.0;-5420.0;-6100.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette nette;-312000.0;-222000.0;-164000.0;-120000.0;-31430.0;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Investissements selon la méthode de la mise en équivalence, total;11200.0;12600.0;14100.0;30000.0;Nan;;;
Bilan;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Employés à temps plein;213.0;208.0;217.0;213.0;213.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net;17890.0;31980.0;27530.0;26520.0;27130.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dépréciation du goodwill et des actifs intangibles;95.0;76.0;78.0;78.0;78.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie d'exploitation;37990.0;-7190.0;-6330.0;44980.0;-8800.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Investissements en titres négociables et en actions, total;-189000.0;-310000.0;83990.0;-5320.0;-46480.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Autres activités d'investissement, total;-32950.0;49860.0;-21470.0;-18310.0;4270.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie d'investissement;-178000.0;-313000.0;-2530.0;-35390.0;-90690.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dette à long terme émise, total;62230.0;76680.0;65910.0;65400.0;56680.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total de la dette émise;62230.0;103000.0;72400.0;159000.0;117000.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Remboursement de la dette à long terme, total;-47950.0;-46830.0;-34060.0;-44570.0;-70410.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total de la dette remboursée;-52840.0;-46830.0;-34060.0;-44570.0;-70410.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rachat d'actions ordinaires;-7020.0;-25130.0;-5070.0;-4580.0;-13100.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividendes ordinaires payés;Nan;Nan;Nan;Nan;Nan;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividendes ordinaires et de préférence payés;-7730.0;-8060.0;-8580.0;-9090.0;-9500.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Autres activités de financement, total;-601.0;-620.0;-312.0;-717.0;-127.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Flux de trésorerie de financement;356000.0;292000.0;-106000.0;93340.0;60370.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Ajustements des taux de change;2760.0;-3410.0;-3120.0;-70.0;-3830.0;;;
Flux de trésorerie;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Variation nette de la trésorerie;219000.0;-32240.0;-118000.0;103000.0;-42960.0;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rentabilité des actifs (ROA);0.68;1.07;0.88;0.85;0.84;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rentabilité des capitaux propres (ROE);6.66;11.78;10.13;9.39;9.24;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Rentabilité des capitaux propres ordinaires;6.73;12.38;10.61;9.79;9.52;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge après frais de vente, généraux et administratifs %;65.33;56.3;58.18;58.76;61.76;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge des activités poursuivies %;24.11;34.13;29.79;27.68;28.24;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge nette %;24.11;34.13;29.79;27.68;28.24;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Net Avail. Pour la marge commune %;22.2;32.61;28.15;25.96;26.55;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Marge nette normalisée %;16.0;22.66;20.95;20.91;19.03;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, Croissance 1 an;-34.76;78.71;-13.92;-3.68;2.33;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, Croissance 1 an;-34.76;78.71;-13.92;-3.68;2.33;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé sur 1 an;-42.01;78.87;-8.85;3.46;-8.7;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 1 an de croissance;-32.0;90.91;-10.64;-3.45;4.22;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 1 an de croissance;9.09;8.33;10.26;6.98;8.7;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 1 an Croissance en %;15.84;12.41;-3.73;4.22;2.56;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net, Croissance 1 an;4.06;-1.74;-0.32;10.5;4.71;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, Croissance 1 an;2.9;-1.23;-0.23;7.54;3.48;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 2 ans;-20.27;7.97;24.03;-8.94;-0.72;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 2 ans;-20.27;7.97;24.03;-8.94;-0.72;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 2 ans;-25.89;1.85;27.69;-2.89;-2.81;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 2 ans. CAGR %;-15.36;13.94;30.61;-7.12;0.31;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 2 ans CAGR %;15.47;8.71;9.29;8.6;7.83;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 2 ans CAGR %;9.43;14.11;4.03;0.17;3.39;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net, CAGR sur 2 ans;1.54;1.12;-1.03;4.95;7.56;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 2 ans;1.11;0.81;-0.73;3.58;5.49;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 3 ans;-0.62;4.35;0.12;14.01;-5.33;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 3 ans;-0.62;4.35;0.12;14.01;-5.33;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 3 ans;-13.37;-0.59;-1.85;19.04;-4.87;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 3 ans. CAGR %;6.25;11.0;5.07;18.1;-3.48;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 3 ans CAGR %;22.68;13.04;9.22;8.51;8.63;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 3 ans CAGR %;7.32;10.42;7.83;4.09;0.96;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Actif corporel net, CAGR sur 3 ans;0.68;0.44;0.64;2.67;4.87;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 3 ans;0.49;0.32;0.47;1.95;3.55;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Bénéfices des activités poursuivies, CAGR sur 5 ans;2.38;12.4;8.59;-1.19;-0.22;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net, CAGR sur 5 ans;2.38;12.4;8.59;-1.19;-0.22;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Résultat net normalisé, CAGR sur 5 ans;-3.06;6.31;1.17;-1.52;-2.23;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;BPA dilué avant extra, 5 ans CAGR %;7.37;19.12;15.39;3.37;3.14;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Dividende par action, 5 ans CAGR %;29.2;25.55;17.14;11.24;8.67;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Total des actifs, 5 ans CAGR %;5.63;7.69;5.99;6.2;6.03;;;
Ratios;BANK OF AMERICA CORPORATION;Banques - Autres;Décembre;USD en Millions;Amerique Du Nord;Etats Unis;Capitaux Propres ordinaires, CAGR sur 5 ans;1.21;0.36;-0.0;1.61;2.44;;;
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise;262205.0;364110.0;265703.0;266455.0;337223.0;360307.0;360307.0;360307.0
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;PER;16.2;12.5;10.4;10.9;13.7;13.2;11.4;10.3
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;PBR;1.06;1.46;1.08;1.01;1.23;1.27;1.18;1.12
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;PEG;Nan;0.1;-1.0;-3.16;3.25;0.9;0.7;1.0
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Capitalisation / CA;3.05;4.09;2.8;2.7;3.31;3.33;3.15;3.0
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise / CA;0.0;0.0;0.0;0.0;0.0;3.33;3.15;3.0
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise / EBITDA;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise / EBIT;0.0;0.0;0.0;0.0;0.0;9.2;8.32;7.61
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Valeur Entreprise / FCF;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;FCF Yield;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Taux de rendement;2.38;1.75;2.6;2.73;2.28;2.22;2.44;2.69
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Taux de distribution;38.5;21.8;27.0;29.9;31.2;29.4;27.8;27.6
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Ratios de valorisation;BANK OF AMERICA CORPORATION;Banques - Autres;;USD en Millions;Amerique Du Nord;Etats Unis;Endettement Net;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Intérêts payés;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;EBITDA;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge EBITDA (%);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge EBIT (%);35.24;32.97;35.29;33.21;34.43;36.17;37.84;39.4
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge EBT (%);22.08;38.13;32.62;28.75;28.71;29.88;31.56;32.43
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge nette (%);19.15;34.29;27.4;25.22;25.03;25.62;26.9;27.09
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Marge FCF (%);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;FCF / Résultat net (%);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;ROA;0.67;1.05;0.88;0.84;0.83;0.84;0.89;0.96
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;ROE;6.76;12.23;10.75;9.75;9.0;9.98;10.98;11.74
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Leverage (Dette/EBITDA);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;Dette / Flux de trésorerie libre;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX / CA (%);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX / EBITDA (%);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;BANK OF AMERICA CORPORATION;Banques - Autres;Prévisions;USD en Millions;Amerique Du Nord;Etats Unis;CAPEX / FCF (%);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Intérêts payés, total;414000.0;452000.0;527000.0;630000.0;652000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Total Chiffre d'affaires;562000.0;656000.0;668000.0;622000.0;608000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Frais de vente, généraux et administratifs, total;179000.0;210000.0;213000.0;47710.0;46350.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;EBT, hors éléments non courants;334000.0;378000.0;382000.0;403000.0;384000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Charges de restructuration;Nan;Nan;-5.0;-5.0;Nan;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dépréciation du goodwill;Nan;Nan;Nan;Nan;-4.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Dépréciation coût d'acquisition d'actifs;3560.0;Nan;Nan;Nan;Nan;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Autres éléments non courants;-630.0;Nan;Nan;-13500.0;Nan;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;EBT, elements non courants inclus;337000.0;378000.0;382000.0;389000.0;384000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Charge d'impôt;63040.0;74480.0;58850.0;56920.0;48100.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat des activités poursuivies;274000.0;304000.0;323000.0;332000.0;336000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Résultat net part du groupe;274000.0;304000.0;323000.0;332000.0;336000.0;;;
Compte de résultat;CHINA CONSTRUCTION BANK CORPORATION;Banques - Autres;Décembre;CNY en Millions;Asie;Hong Kong;Intérêts minoritaires;-2530.0;-1420.0;695.0;193.0;-705.0;;;
